discrete_classification,discrete_classification-proba,bare-coverfraction,urban-coverfraction,crops-coverfraction,grass-coverfraction,moss-coverfraction,water-permanent-coverfraction,water-seasonal-coverfraction,shrub-coverfraction,snow-coverfraction,tree-coverfraction,forest_type,data-density-indicator,system:index,name
200,,,,,,,,,,,,,,123,node123
112,78,0,0,0,39,0,0,0,11,0,50,2,81,124,node124
126,34,4,28,8,30,0,0,0,8,0,22,0,82,125,node125
200,,,,,,,,,,,,,,126,node126
200,,,,,,,,,,,,,,127,node127
200,,,,,,,,,,,,,,128,node128
200,,,,,,,,,,,,,,129,node129
200,,,,,,,,,,,,,,130,node130
80,,0,0,0,0,0,100,0,0,0,0,,91,131,node131
200,,,,,,,,,,,,,,132,node132
200,,,,,,,,,,,,,,133,node133
200,,,,,,,,,,,,,,134,node134
200,,,,,,,,,,,,,,135,node135
50,,0,85,0,8,0,0,0,0,0,7,0,81,136,node136
200,,,,,,,,,,,,,,137,node137
200,,,,,,,,,,,,,,138,node138
200,,,,,,,,,,,,,,139,node139
200,,,,,,,,,,,,,,140,node140
80,,0,0,0,0,0,100,0,0,0,0,,83,141,node141
200,,,,,,,,,,,,,,142,node142
200,,,,,,,,,,,,,,143,node143
200,,,,,,,,,,,,,,144,node144
200,,,,,,,,,,,,,,145,node145
200,,,,,,,,,,,,,,146,node146
200,,,,,,,,,,,,,,147,node147
200,,,,,,,,,,,,,,148,node148
200,,,,,,,,,,,,,,149,node149
200,,,,,,,,,,,,,,150,node150
200,,,,,,,,,,,,,,151,node151
200,,,,,,,,,,,,,,152,node152
200,,,,,,,,,,,,,,153,node153
200,,,,,,,,,,,,,,154,node154
200,,,,,,,,,,,,,,155,node155
200,,,,,,,,,,,,,,156,node156
200,,,,,,,,,,,,,,157,node157
122,33,0,16,0,23,0,0,0,12,0,49,2,81,158,node158
200,,,,,,,,,,,,,,159,node159
200,,,,,,,,,,,,,,160,node160
200,,,,,,,,,,,,,,161,node161
200,,,,,,,,,,,,,,162,node162
200,,,,,,,,,,,,,,163,node163
200,,,,,,,,,,,,,,164,node164
200,,,,,,,,,,,,,,165,node165
200,,,,,,,,,,,,,,166,node166
200,,,,,,,,,,,,,,167,node167
122,39,0,1,0,34,0,0,0,17,0,48,2,82,168,node168
200,,,,,,,,,,,,,,169,node169
200,,,,,,,,,,,,,,170,node170
200,,,,,,,,,,,,,,171,node171
80,,0,0,0,0,0,100,0,0,0,0,,87,172,node172
200,,,,,,,,,,,,,,173,node173
200,,,,,,,,,,,,,,174,node174
200,,,,,,,,,,,,,,175,node175
200,,,,,,,,,,,,,,176,node176
200,,,,,,,,,,,,,,177,node177
200,,,,,,,,,,,,,,178,node178
200,,,,,,,,,,,,,,179,node179
200,,,,,,,,,,,,,,180,node180
200,,,,,,,,,,,,,,181,node181
200,,,,,,,,,,,,,,182,node182
200,,,,,,,,,,,,,,183,node183
200,,,,,,,,,,,,,,184,node184
200,,,,,,,,,,,,,,185,node185
200,,,,,,,,,,,,,,186,node186
50,,0,85,0,5,0,0,0,0,0,10,0,82,187,node187
200,,,,,,,,,,,,,,188,node188
200,,,,,,,,,,,,,,189,node189
200,,,,,,,,,,,,,,190,node190
200,,,,,,,,,,,,,,191,node191
112,98,0,0,0,30,0,0,0,14,0,56,2,81,192,node192
200,,,,,,,,,,,,,,193,node193
200,,,,,,,,,,,,,,194,node194
200,,,,,,,,,,,,,,195,node195
200,,,,,,,,,,,,,,196,node196
200,,,,,,,,,,,,,,197,node197
200,,,,,,,,,,,,,,198,node198
200,,,,,,,,,,,,,,199,node199
200,,,,,,,,,,,,,,200,node200
200,,,,,,,,,,,,,,201,node201
200,,,,,,,,,,,,,,202,node202
200,,,,,,,,,,,,,,203,node203
200,,,,,,,,,,,,,,204,node204
50,,0,100,0,0,0,0,0,0,0,0,,88,205,node205
200,,,,,,,,,,,,,,206,node206
200,,,,,,,,,,,,,,207,node207
200,,,,,,,,,,,,,,208,node208
200,,,,,,,,,,,,,,209,node209
200,,,,,,,,,,,,,,210,node210
200,,,,,,,,,,,,,,211,node211
116,62,0,0,0,0,0,53,2,0,0,47,0,83,212,node212
200,,,,,,,,,,,,,,213,node213
200,,,,,,,,,,,,,,214,node214
200,,,,,,,,,,,,,,215,node215
40,24,2,38,15,23,0,0,0,3,0,19,0,83,216,node216
40,24,2,38,15,23,0,0,0,3,0,19,0,83,217,node217
40,32,1,40,16,14,0,0,0,2,0,27,0,90,218,node218
40,24,2,38,15,23,0,0,0,3,0,19,0,83,219,node219
40,24,2,38,15,23,0,0,0,3,0,19,0,83,220,node220
40,24,2,38,15,23,0,0,0,3,0,19,0,83,221,node221
40,24,2,38,15,23,0,0,0,3,0,19,0,83,222,node222
40,24,2,38,15,23,0,0,0,3,0,19,0,83,223,node223
50,,0,85,0,10,0,0,0,0,0,5,0,91,224,node224
50,,0,85,0,10,0,0,0,0,0,5,0,91,225,node225
50,,0,85,0,10,0,0,0,0,0,5,0,91,226,node226
50,,0,85,0,10,0,0,0,0,0,5,0,91,227,node227
50,,0,85,0,10,0,0,0,0,0,5,0,91,228,node228
50,,0,85,0,10,0,0,0,0,0,5,0,91,229,node229
50,,0,85,0,10,0,0,0,0,0,5,0,91,230,node230
50,,0,85,0,10,0,0,0,0,0,5,0,91,231,node231
50,,0,85,0,10,0,0,0,0,0,5,0,91,232,node232
50,,0,85,0,10,0,0,0,0,0,5,0,91,233,node233
50,,0,100,0,0,0,0,0,0,0,0,,87,234,node234
50,,0,85,0,10,0,0,0,0,0,5,0,91,235,node235
50,,0,100,0,0,0,0,0,0,0,0,,87,236,node236
50,,0,100,0,0,0,0,0,0,0,0,,87,237,node237
50,,0,100,0,0,0,0,0,0,0,0,,87,238,node238
50,,0,85,0,10,0,0,0,0,0,5,0,91,239,node239
50,,0,85,0,10,0,0,0,0,0,5,0,91,240,node240
50,,0,85,0,10,0,0,0,0,0,5,0,91,241,node241
50,,0,85,0,10,0,0,0,0,0,5,0,91,242,node242
50,,0,100,0,0,0,0,0,0,0,0,,87,243,node243
50,,0,95,0,5,0,0,0,0,0,0,,91,244,node244
50,,0,85,0,10,0,0,0,0,0,5,0,91,245,node245
50,,0,85,0,10,0,0,0,0,0,5,0,91,246,node246
50,,0,100,0,0,0,0,0,0,0,0,,87,247,node247
112,98,0,0,0,0,0,0,0,0,0,100,2,91,248,node248
50,,0,100,0,0,0,0,0,0,0,0,,91,249,node249
50,,0,94,0,6,0,0,0,0,0,0,,87,250,node250
112,99,0,0,0,12,0,0,0,12,0,76,2,91,251,node251
50,,0,92,0,2,0,0,0,0,0,6,0,90,252,node252
126,40,0,0,0,32,0,8,3,1,0,59,0,91,253,node253
50,,0,100,0,0,0,0,0,0,0,0,,87,254,node254
112,99,0,0,0,0,0,0,0,0,0,100,2,91,255,node255
40,29,0,44,13,14,0,0,0,2,0,27,2,93,256,node256
112,97,0,0,0,0,0,0,0,0,0,100,2,93,257,node257
80,,0,0,0,0,0,100,0,0,0,0,,91,258,node258
80,,0,3,0,0,0,97,0,0,0,0,,93,259,node259
40,38,2,46,21,17,0,0,0,0,0,14,0,86,260,node260
50,,3,69,0,21,0,0,10,3,0,4,0,86,261,node261
50,,0,100,0,0,0,0,0,0,0,0,,90,262,node262
112,100,0,0,0,0,0,0,0,0,0,100,2,91,263,node263
50,,0,87,0,7,0,0,0,0,0,6,0,91,264,node264
30,40,9,59,12,16,0,0,0,2,0,2,0,87,265,node265
40,30,1,53,12,20,0,0,0,4,0,10,0,91,266,node266
112,97,0,0,0,0,0,0,0,0,0,100,2,91,267,node267
50,,0,82,1,10,0,0,0,1,0,6,0,90,268,node268
20,26,1,39,0,19,0,35,21,4,0,2,0,87,269,node269
126,35,0,47,3,21,0,0,0,4,0,25,0,90,270,node270
80,,0,0,0,0,0,100,0,0,0,0,,90,271,node271
200,,,,,,,,,,,,,,272,node272
122,55,0,12,6,24,0,0,0,12,0,46,2,83,273,node273
200,,,,,,,,,,,,,,274,node274
200,,,,,,,,,,,,,,275,node275
50,,0,94,0,6,0,0,0,0,0,0,,83,276,node276
112,99,0,0,0,2,0,0,0,8,0,90,2,76,277,node277
112,97,0,0,0,0,0,0,0,2,0,98,2,76,278,node278
122,33,0,34,15,9,0,0,0,3,0,39,2,91,279,node279
200,,,,,,,,,,,,,,280,node280
112,100,0,0,0,0,0,0,0,0,0,100,2,79,281,node281
200,,,,,,,,,,,,,,282,node282
200,,,,,,,,,,,,,,283,node283
200,,,,,,,,,,,,,,284,node284
112,100,0,0,0,0,0,0,0,0,0,100,2,91,285,node285
126,28,4,22,3,35,0,0,0,14,0,22,0,87,286,node286
200,,,,,,,,,,,,,,287,node287
200,,,,,,,,,,,,,,288,node288
200,,,,,,,,,,,,,,289,node289
50,,0,100,0,0,0,0,0,0,0,0,,82,290,node290
200,,,,,,,,,,,,,,291,node291
200,,,,,,,,,,,,,,292,node292
112,98,0,0,0,9,0,0,0,22,0,69,2,82,293,node293
122,32,0,18,11,13,0,0,0,6,0,52,2,90,294,node294
112,54,0,0,0,16,0,0,0,17,0,67,2,80,295,node295
112,96,0,0,0,15,0,0,0,6,0,79,2,83,296,node296
200,,,,,,,,,,,,,,297,node297
112,45,0,0,0,16,0,0,0,14,0,70,2,70,298,node298
200,,,,,,,,,,,,,,299,node299
200,,,,,,,,,,,,,,300,node300
200,,,,,,,,,,,,,,301,node301
200,,,,,,,,,,,,,,302,node302
126,33,5,0,16,38,0,0,0,11,0,30,0,82,303,node303
200,,,,,,,,,,,,,,304,node304
112,100,0,0,0,2,0,0,0,0,0,98,2,87,305,node305
200,,,,,,,,,,,,,,306,node306
200,,,,,,,,,,,,,,307,node307
200,,,,,,,,,,,,,,308,node308
200,,,,,,,,,,,,,,309,node309
112,99,0,0,0,2,0,0,0,0,0,98,2,75,310,node310
112,100,0,0,0,0,0,0,0,0,0,100,2,77,311,node311
50,,0,81,0,8,0,0,0,0,0,11,0,90,312,node312
50,,0,74,4,1,0,0,0,0,0,21,2,91,313,node313
50,,0,100,0,0,0,0,0,0,0,0,,83,314,node314
80,,0,3,0,0,0,97,0,0,0,0,,93,315,node315
50,,0,74,0,8,0,0,0,0,0,18,0,87,316,node316
112,97,0,0,0,0,0,0,0,0,0,100,2,91,317,node317
112,95,0,0,0,0,0,0,0,0,0,100,2,91,318,node318
50,,9,80,1,9,0,0,0,0,0,1,0,91,319,node319
200,,,,,,,,,,,,,,320,node320
126,39,0,1,0,32,0,0,0,13,0,54,0,81,321,node321
200,,,,,,,,,,,,,,322,node322
112,100,0,0,0,0,0,0,0,0,0,100,2,82,323,node323
112,82,0,0,0,0,0,0,0,0,0,100,2,74,324,node324
200,,,,,,,,,,,,,,325,node325
80,,0,0,0,0,0,100,0,0,0,0,,91,326,node326
40,26,0,25,39,21,0,0,12,3,0,12,0,91,327,node327
200,,,,,,,,,,,,,,328,node328
122,33,0,9,2,37,0,0,0,7,0,45,2,81,329,node329
200,,,,,,,,,,,,,,330,node330
112,67,0,0,0,7,0,0,0,12,0,81,2,77,331,node331
200,,,,,,,,,,,,,,332,node332
116,53,0,0,2,19,0,0,0,18,0,61,0,77,333,node333
50,,0,94,0,2,0,0,0,0,0,4,0,81,334,node334
112,61,0,0,0,11,0,0,0,17,0,72,2,76,335,node335
112,91,0,0,0,0,0,0,0,0,0,100,2,91,336,node336
112,98,0,0,0,0,0,0,0,0,0,100,2,91,337,node337
112,96,0,0,0,0,0,0,0,0,0,100,2,91,338,node338
112,100,0,0,0,2,0,0,0,2,0,96,2,91,339,node339
50,,0,100,0,0,0,0,0,0,0,0,,84,340,node340
40,38,2,46,21,17,0,0,0,0,0,14,0,86,341,node341
50,,0,92,0,2,0,0,0,0,0,6,0,90,342,node342
112,99,0,0,0,0,0,0,0,0,0,100,2,91,343,node343
200,,,,,,,,,,,,,,344,node344
112,100,0,0,0,0,0,0,0,0,0,100,2,68,345,node345
200,,,,,,,,,,,,,,346,node346
200,,,,,,,,,,,,,,347,node347
126,31,0,45,0,20,0,0,0,3,0,32,0,80,348,node348
112,91,0,15,0,15,0,0,0,9,0,61,2,82,349,node349
50,,0,100,0,0,0,0,0,0,0,0,,81,350,node350
112,100,0,0,0,0,0,0,0,0,0,100,2,80,351,node351
200,,,,,,,,,,,,,,352,node352
200,,,,,,,,,,,,,,353,node353
200,,,,,,,,,,,,,,354,node354
200,,,,,,,,,,,,,,355,node355
200,,,,,,,,,,,,,,356,node356
112,97,0,0,0,5,0,0,0,11,0,84,2,80,357,node357
30,35,0,54,0,30,0,0,0,0,0,16,0,77,358,node358
200,,,,,,,,,,,,,,359,node359
50,,0,99,0,1,0,0,0,0,0,0,,91,360,node360
112,97,0,0,0,0,0,0,0,0,0,100,2,91,361,node361
50,,0,61,9,4,0,18,9,0,0,8,0,91,362,node362
40,40,0,23,17,32,0,0,0,6,0,22,0,91,363,node363
126,30,2,53,11,16,0,0,0,0,0,18,0,91,364,node364
112,96,0,0,0,0,0,0,0,0,0,100,2,91,365,node365
80,,0,0,0,12,0,88,9,0,0,0,,93,366,node366
112,97,0,0,0,16,0,0,0,13,0,71,2,90,367,node367
200,,,,,,,,,,,,,,368,node368
50,,0,100,0,0,0,0,0,0,0,0,,82,369,node369
112,100,0,0,0,0,0,0,0,0,0,100,2,75,370,node370
200,,,,,,,,,,,,,,371,node371
50,,0,100,0,0,0,0,9,0,0,0,,82,372,node372
112,100,0,0,0,4,0,0,0,2,0,94,2,81,373,node373
200,,,,,,,,,,,,,,374,node374
116,46,0,0,0,29,0,0,0,14,0,57,0,71,375,node375
200,,,,,,,,,,,,,,376,node376
112,92,0,14,9,10,0,0,0,19,0,48,2,91,377,node377
200,,,,,,,,,,,,,,378,node378
200,,,,,,,,,,,,,,379,node379
200,,,,,,,,,,,,,,380,node380
112,100,0,0,0,0,0,0,0,0,0,100,2,76,381,node381
112,43,0,0,0,19,0,0,0,14,0,67,2,83,382,node382
112,97,0,0,0,13,0,0,0,10,0,77,2,86,383,node383
122,30,0,28,17,22,0,0,0,4,0,29,2,91,384,node384
30,58,21,24,15,32,0,0,0,4,0,4,0,86,385,node385
50,,0,100,0,0,0,0,0,0,0,0,,91,386,node386
50,,0,94,0,4,0,0,0,0,0,2,0,87,387,node387
112,96,0,0,0,0,0,0,0,0,0,100,2,91,388,node388
50,,0,100,0,0,0,0,0,0,0,0,,87,389,node389
50,,0,91,0,7,0,0,0,0,0,2,0,91,390,node390
80,,0,0,0,0,0,100,0,0,0,0,,93,391,node391
200,,,,,,,,,,,,,,392,node392
112,100,0,0,0,0,0,0,0,0,0,100,2,92,393,node393
30,26,2,59,0,26,0,0,0,3,0,10,0,77,394,node394
200,,,,,,,,,,,,,,395,node395
200,,,,,,,,,,,,,,396,node396
50,,3,75,0,4,0,0,0,1,0,17,0,87,397,node397
126,30,2,0,0,32,0,0,0,18,0,48,0,79,398,node398
200,,,,,,,,,,,,,,399,node399
30,51,8,15,0,37,0,27,13,7,0,6,0,93,400,node400
126,33,0,49,11,17,0,0,0,0,0,23,0,91,401,node401
50,,0,82,3,10,0,0,0,0,0,5,0,87,402,node402
112,91,0,0,0,0,0,0,0,0,0,100,2,91,403,node403
112,95,0,0,0,0,0,0,0,0,0,100,2,91,404,node404
50,,0,99,0,0,0,1,3,0,0,0,,83,405,node405
50,,0,94,0,4,0,0,0,0,0,2,0,91,406,node406
50,,0,100,0,0,0,0,0,0,0,0,,91,407,node407
80,,0,0,0,0,0,100,0,0,0,0,,86,408,node408
200,,,,,,,,,,,,,,409,node409
200,,,,,,,,,,,,,,410,node410
50,,0,100,0,0,0,0,0,0,0,0,,90,411,node411
50,,1,70,6,17,0,0,0,0,0,6,0,91,412,node412
112,78,0,0,0,0,0,0,0,0,0,100,2,81,413,node413
50,,0,100,0,0,0,0,0,0,0,0,,91,414,node414
200,,,,,,,,,,,,,,415,node415
50,,0,100,0,0,0,0,0,0,0,0,,87,416,node416
112,68,0,16,0,9,0,0,0,8,0,67,2,81,417,node417
112,99,0,0,0,4,0,0,0,17,0,79,2,81,418,node418
200,,,,,,,,,,,,,,419,node419
200,,,,,,,,,,,,,,420,node420
200,,,,,,,,,,,,,,421,node421
50,,0,100,0,0,0,0,0,0,0,0,,81,422,node422
200,,,,,,,,,,,,,,423,node423
112,99,0,0,0,12,0,0,0,12,0,76,2,91,424,node424
112,100,0,0,0,0,0,0,0,0,0,100,2,91,425,node425
50,,0,100,0,0,0,0,0,0,0,0,,90,426,node426
30,44,13,42,15,19,0,6,0,2,0,3,0,87,427,node427
50,,0,100,0,0,0,0,0,0,0,0,,91,428,node428
20,29,1,21,0,20,0,50,17,6,0,2,0,87,429,node429
112,96,0,0,0,14,0,0,0,12,0,74,2,91,430,node430
126,30,2,53,11,16,0,0,0,0,0,18,0,91,431,node431
200,,,,,,,,,,,,,,432,node432
112,100,0,0,0,0,0,0,0,0,0,100,2,76,433,node433
200,,,,,,,,,,,,,,434,node434
112,98,0,0,0,6,0,0,0,7,0,87,2,81,435,node435
200,,,,,,,,,,,,,,436,node436
200,,,,,,,,,,,,,,437,node437
200,,,,,,,,,,,,,,438,node438
200,,,,,,,,,,,,,,439,node439
200,,,,,,,,,,,,,,440,node440
200,,,,,,,,,,,,,,441,node441
200,,,,,,,,,,,,,,442,node442
200,,,,,,,,,,,,,,443,node443
200,,,,,,,,,,,,,,444,node444
122,28,0,35,1,25,0,0,0,5,0,34,2,77,445,node445
112,100,0,0,0,2,0,0,0,4,0,94,2,68,446,node446
50,,0,98,0,0,0,0,0,0,0,2,0,80,447,node447
112,97,0,0,0,9,0,0,0,12,0,79,2,82,448,node448
200,,,,,,,,,,,,,,449,node449
112,99,0,0,0,1,0,0,0,13,0,86,2,77,450,node450
200,,,,,,,,,,,,,,451,node451
40,28,0,57,0,19,0,0,0,2,0,22,0,91,452,node452
200,,,,,,,,,,,,,,453,node453
80,,0,0,0,0,0,100,0,0,0,0,,91,454,node454
112,97,0,0,0,6,0,0,0,2,0,92,2,81,455,node455
50,,0,100,0,0,0,0,0,0,0,0,,90,456,node456
112,99,0,0,0,0,0,0,0,0,0,100,2,76,457,node457
50,,0,100,0,0,0,0,0,0,0,0,,78,458,node458
200,,,,,,,,,,,,,,459,node459
200,,,,,,,,,,,,,,460,node460
112,100,0,0,0,0,0,0,0,4,0,96,2,81,461,node461
112,100,0,0,0,0,0,0,0,0,0,100,2,74,462,node462
200,,,,,,,,,,,,,,463,node463
112,99,0,0,0,0,0,0,0,0,0,100,2,76,464,node464
200,,,,,,,,,,,,,,465,node465
200,,,,,,,,,,,,,,466,node466
200,,,,,,,,,,,,,,467,node467
112,98,0,0,0,22,0,0,0,17,0,61,2,69,468,node468
122,45,0,9,4,21,0,0,0,16,0,50,2,81,469,node469
200,,,,,,,,,,,,,,470,node470
112,95,0,0,0,13,0,0,0,13,0,74,2,77,471,node471
50,,0,100,0,0,0,0,0,0,0,0,,87,472,node472
50,,0,85,0,10,0,0,0,0,0,5,0,91,473,node473
50,,0,100,0,0,0,0,0,0,0,0,,87,474,node474
50,,0,85,0,10,0,0,0,0,0,5,0,91,475,node475
50,,0,85,0,10,0,0,0,0,0,5,0,91,476,node476
50,,0,85,0,10,0,0,0,0,0,5,0,91,477,node477
50,,0,85,0,10,0,0,0,0,0,5,0,91,478,node478
50,,0,85,0,10,0,0,0,0,0,5,0,91,479,node479
50,,0,100,0,0,0,0,0,0,0,0,,91,480,node480
40,34,11,0,30,30,0,0,0,11,0,18,0,91,481,node481
50,,0,100,0,0,0,0,0,0,0,0,,91,482,node482
112,98,0,13,0,14,0,0,0,7,0,66,2,91,483,node483
30,40,9,59,12,16,0,0,0,2,0,2,0,87,484,node484
112,99,0,0,0,0,0,0,0,0,0,100,2,91,485,node485
112,99,0,0,0,12,0,0,0,8,0,80,2,91,486,node486
112,86,0,0,0,0,0,0,0,0,0,100,2,91,487,node487
200,,,,,,,,,,,,,,488,node488
112,99,0,0,0,0,0,0,0,0,0,100,2,74,489,node489
40,25,0,0,0,50,0,0,0,9,0,41,0,86,490,node490
50,,0,100,0,0,0,0,0,0,0,0,,81,491,node491
200,,,,,,,,,,,,,,492,node492
200,,,,,,,,,,,,,,493,node493
200,,,,,,,,,,,,,,494,node494
200,,,,,,,,,,,,,,495,node495
200,,,,,,,,,,,,,,496,node496
112,100,0,0,0,1,0,0,0,4,0,95,2,80,497,node497
200,,,,,,,,,,,,,,498,node498
200,,,,,,,,,,,,,,499,node499
112,100,0,0,0,0,0,0,0,0,0,100,2,81,500,node500
200,,,,,,,,,,,,,,501,node501
122,46,0,0,9,15,0,0,0,14,0,62,2,76,502,node502
200,,,,,,,,,,,,,,503,node503
50,,0,82,0,18,0,0,0,0,0,0,,91,504,node504
200,,,,,,,,,,,,,,505,node505
200,,,,,,,,,,,,,,506,node506
50,,0,66,0,4,0,0,0,0,0,30,0,80,507,node507
200,,,,,,,,,,,,,,508,node508
200,,,,,,,,,,,,,,509,node509
80,,0,0,0,0,0,100,0,0,0,0,,91,510,node510
200,,,,,,,,,,,,,,511,node511
50,,0,100,0,0,0,0,0,0,0,0,,87,512,node512
50,,0,85,0,10,0,0,0,0,0,5,0,91,513,node513
50,,0,82,0,15,0,0,0,0,0,3,0,91,514,node514
50,,0,85,0,10,0,0,0,0,0,5,0,91,515,node515
50,,0,85,0,10,0,0,0,0,0,5,0,91,516,node516
50,,0,85,0,10,0,0,0,0,0,5,0,91,517,node517
