discrete_classification,discrete_classification-proba,bare-coverfraction,urban-coverfraction,crops-coverfraction,grass-coverfraction,moss-coverfraction,water-permanent-coverfraction,water-seasonal-coverfraction,shrub-coverfraction,snow-coverfraction,tree-coverfraction,forest_type,data-density-indicator,system:index,name
112,99,0,0,0,6,0,0,0,0,0,94,2,44,50,node50
200,,,,,,,,,,,,,,51,node51
50,,0,100,0,0,0,0,0,0,0,0,,77,52,node52
112,100,0,0,0,0,0,0,0,0,0,100,2,73,53,node53
50,,0,100,0,0,0,0,0,0,0,0,,80,54,node54
200,,,,,,,,,,,,,,55,node55
200,,,,,,,,,,,,,,56,node56
126,41,2,1,14,24,0,0,0,17,0,42,0,70,57,node57
200,,,,,,,,,,,,,,58,node58
112,77,0,0,0,9,0,0,0,0,0,91,2,80,59,node59
126,45,0,7,1,20,0,0,0,12,0,60,0,69,60,node60
112,98,0,0,0,12,0,0,0,0,0,88,2,74,61,node61
126,35,8,0,16,33,0,0,0,21,0,22,0,81,62,node62
112,99,0,0,0,4,0,0,0,0,0,96,2,69,63,node63
200,,,,,,,,,,,,,,64,node64
50,,0,91,0,5,0,0,0,1,0,3,0,81,65,node65
200,,,,,,,,,,,,,,66,node66
112,44,4,0,10,25,0,0,0,10,0,51,2,75,67,node67
80,,0,0,0,0,0,100,0,0,0,0,,81,68,node68
200,,,,,,,,,,,,,,69,node69
112,98,0,0,0,8,0,0,0,0,0,92,2,70,70,node70
122,32,1,10,17,18,0,0,0,11,0,43,2,62,71,node71
200,,,,,,,,,,,,,,72,node72
200,,,,,,,,,,,,,,73,node73
50,,0,100,0,0,0,0,0,0,0,0,,68,74,node74
50,,0,100,0,0,0,0,0,0,0,0,,82,75,node75
200,,,,,,,,,,,,,,76,node76
200,,,,,,,,,,,,,,77,node77
112,55,0,0,0,13,0,0,0,18,0,69,2,71,78,node78
200,,,,,,,,,,,,,,79,node79
116,50,0,0,14,18,0,0,0,12,0,56,0,81,80,node80
200,,,,,,,,,,,,,,81,node81
112,100,0,0,0,0,0,0,0,0,0,100,2,69,82,node82
112,41,0,0,4,14,0,0,0,18,0,64,2,69,83,node83
126,40,0,0,10,28,0,0,0,18,0,44,0,69,84,node84
50,,0,94,0,4,0,0,0,0,0,2,0,78,85,node85
112,65,0,6,0,15,0,0,0,0,0,79,2,78,86,node86
200,,,,,,,,,,,,,,87,node87
200,,,,,,,,,,,,,,88,node88
40,34,0,58,18,11,0,0,0,6,0,7,0,74,89,node89
112,94,0,0,0,0,0,0,0,0,0,100,2,74,90,node90
126,35,0,26,14,16,0,0,0,7,0,37,0,70,91,node91
50,,0,100,0,0,0,0,0,0,0,0,,43,92,node92
50,,0,100,0,0,0,0,0,0,0,0,,43,93,node93
200,,,,,,,,,,,,,,94,node94
200,,,,,,,,,,,,,,95,node95
112,99,0,0,0,5,0,0,0,2,0,93,2,74,96,node96
200,,,,,,,,,,,,,,97,node97
112,99,0,0,0,9,0,0,0,2,0,89,2,70,98,node98
200,,,,,,,,,,,,,,99,node99
112,74,0,0,0,12,0,0,0,0,0,88,2,70,100,node100
200,,,,,,,,,,,,,,101,node101
200,,,,,,,,,,,,,,102,node102
200,,,,,,,,,,,,,,103,node103
126,25,6,0,18,28,0,1,0,1,0,46,0,71,104,node104
200,,,,,,,,,,,,,,105,node105
200,,,,,,,,,,,,,,106,node106
112,98,0,0,0,0,0,0,0,0,0,100,2,44,107,node107
200,,,,,,,,,,,,,,108,node108
200,,,,,,,,,,,,,,109,node109
200,,,,,,,,,,,,,,110,node110
50,,0,94,0,2,0,0,0,0,0,4,0,81,111,node111
50,,0,100,0,0,0,0,0,0,0,0,,77,112,node112
50,,0,100,0,0,0,0,0,0,0,0,,69,113,node113
50,,0,98,0,2,0,0,0,0,0,0,,77,114,node114
122,49,0,43,0,6,0,0,0,7,0,44,2,73,115,node115
112,95,0,0,0,19,0,0,0,10,0,71,2,36,116,node116
200,,,,,,,,,,,,,,117,node117
200,,,,,,,,,,,,,,118,node118
200,,,,,,,,,,,,,,119,node119
40,36,0,0,35,16,0,0,0,15,0,34,0,70,120,node120
112,99,0,0,0,10,0,0,0,0,0,90,2,70,121,node121
200,,,,,,,,,,,,,,122,node122
200,,,,,,,,,,,,,,123,node123
200,,,,,,,,,,,,,,124,node124
200,,,,,,,,,,,,,,125,node125
112,98,0,0,0,7,0,0,0,15,0,78,2,70,126,node126
112,96,0,0,0,4,0,0,0,0,0,96,2,69,127,node127
40,31,4,16,35,21,0,0,0,9,0,15,0,81,128,node128
50,,0,100,0,0,0,0,0,0,0,0,,74,129,node129
122,38,0,45,5,8,0,0,0,4,0,38,2,70,130,node130
200,,,,,,,,,,,,,,131,node131
200,,,,,,,,,,,,,,132,node132
200,,,,,,,,,,,,,,133,node133
112,96,0,0,0,17,0,0,0,0,0,83,2,44,134,node134
200,,,,,,,,,,,,,,135,node135
50,,0,100,0,0,0,0,0,0,0,0,,78,136,node136
200,,,,,,,,,,,,,,137,node137
112,99,0,0,0,0,0,0,0,0,0,100,2,75,138,node138
112,43,2,9,0,12,0,0,0,14,0,63,2,69,139,node139
112,99,0,0,0,0,0,0,0,0,0,100,2,42,140,node140
50,,1,79,9,4,0,0,0,7,0,0,,60,141,node141
200,,,,,,,,,,,,,,142,node142
112,46,0,0,0,21,0,0,0,19,0,60,2,71,143,node143
200,,,,,,,,,,,,,,144,node144
126,35,1,41,10,15,0,0,0,6,0,27,0,60,145,node145
200,,,,,,,,,,,,,,146,node146
126,40,0,0,32,21,0,0,0,12,0,35,0,70,147,node147
200,,,,,,,,,,,,,,148,node148
200,,,,,,,,,,,,,,149,node149
200,,,,,,,,,,,,,,150,node150
200,,,,,,,,,,,,,,151,node151
40,34,0,0,34,9,0,0,0,2,0,55,0,70,152,node152
112,98,0,0,0,8,0,0,0,1,0,91,2,69,153,node153
50,,0,100,0,0,0,0,0,0,0,0,,80,154,node154
50,,0,100,0,0,0,0,0,0,0,0,,81,155,node155
112,74,3,0,0,25,0,0,0,3,0,69,2,70,156,node156
112,79,0,0,0,23,0,0,0,0,0,77,2,70,157,node157
200,,,,,,,,,,,,,,158,node158
80,,0,0,0,0,0,100,0,0,0,0,,81,159,node159
200,,,,,,,,,,,,,,160,node160
112,99,0,0,0,0,0,0,0,0,0,100,2,63,161,node161
200,,,,,,,,,,,,,,162,node162
112,60,1,0,0,18,0,0,0,0,0,81,2,69,163,node163
200,,,,,,,,,,,,,,164,node164
50,,0,94,1,4,0,0,0,0,0,1,0,35,165,node165
200,,,,,,,,,,,,,,166,node166
200,,,,,,,,,,,,,,167,node167
200,,,,,,,,,,,,,,168,node168
200,,,,,,,,,,,,,,169,node169
200,,,,,,,,,,,,,,170,node170
200,,,,,,,,,,,,,,171,node171
116,48,0,0,4,15,0,0,0,21,0,60,0,71,172,node172
200,,,,,,,,,,,,,,173,node173
200,,,,,,,,,,,,,,174,node174
40,34,0,0,32,15,0,0,0,15,0,38,0,81,175,node175
200,,,,,,,,,,,,,,176,node176
50,,0,100,0,0,0,0,0,0,0,0,,81,177,node177
200,,,,,,,,,,,,,,178,node178
126,28,2,48,12,17,0,0,0,7,0,14,0,45,179,node179
126,24,0,0,17,33,0,0,0,11,0,39,0,67,180,node180
50,,0,90,0,0,0,10,12,0,0,0,,70,181,node181
50,,0,100,0,0,0,0,0,0,0,0,,67,182,node182
200,,,,,,,,,,,,,,183,node183
50,,0,94,0,0,0,0,0,0,0,6,0,71,184,node184
50,,0,98,0,2,0,0,0,0,0,0,,43,185,node185
200,,,,,,,,,,,,,,186,node186
200,,,,,,,,,,,,,,187,node187
50,,0,72,2,4,0,0,0,0,0,22,0,36,188,node188
112,97,0,0,0,0,0,0,0,0,0,100,2,43,189,node189
50,,0,100,0,0,0,0,0,0,0,0,,70,190,node190
200,,,,,,,,,,,,,,191,node191
200,,,,,,,,,,,,,,192,node192
112,90,0,0,0,24,0,0,0,22,0,54,2,62,193,node193
200,,,,,,,,,,,,,,194,node194
126,29,0,12,23,13,0,0,0,5,0,47,0,69,195,node195
200,,,,,,,,,,,,,,196,node196
200,,,,,,,,,,,,,,197,node197
200,,,,,,,,,,,,,,198,node198
200,,,,,,,,,,,,,,199,node199
200,,,,,,,,,,,,,,200,node200
200,,,,,,,,,,,,,,201,node201
200,,,,,,,,,,,,,,202,node202
50,,0,100,0,0,0,0,22,0,0,0,,73,203,node203
112,98,0,0,0,0,0,0,0,0,0,100,2,78,204,node204
200,,,,,,,,,,,,,,205,node205
200,,,,,,,,,,,,,,206,node206
200,,,,,,,,,,,,,,207,node207
126,30,0,0,31,21,0,0,0,15,0,33,0,62,208,node208
112,97,0,0,0,7,0,0,0,9,0,84,2,74,209,node209
200,,,,,,,,,,,,,,210,node210
122,32,4,0,26,21,0,0,0,12,0,37,2,69,211,node211
200,,,,,,,,,,,,,,212,node212
200,,,,,,,,,,,,,,213,node213
50,,0,100,0,0,0,0,0,0,0,0,,73,214,node214
80,,0,0,0,0,0,100,0,0,0,0,,82,215,node215
112,95,0,0,0,14,0,0,0,12,0,74,2,80,216,node216
200,,,,,,,,,,,,,,217,node217
200,,,,,,,,,,,,,,218,node218
112,82,0,0,0,10,0,0,0,0,0,90,2,70,219,node219
200,,,,,,,,,,,,,,220,node220
200,,,,,,,,,,,,,,221,node221
200,,,,,,,,,,,,,,222,node222
50,,0,81,0,11,0,0,0,4,0,4,0,70,223,node223
112,60,0,0,0,20,0,0,0,10,0,70,2,60,224,node224
200,,,,,,,,,,,,,,225,node225
200,,,,,,,,,,,,,,226,node226
200,,,,,,,,,,,,,,227,node227
200,,,,,,,,,,,,,,228,node228
50,,0,97,0,2,0,0,0,0,0,1,0,71,229,node229
200,,,,,,,,,,,,,,230,node230
200,,,,,,,,,,,,,,231,node231
200,,,,,,,,,,,,,,232,node232
40,28,0,0,21,18,0,0,0,17,0,44,0,85,233,node233
200,,,,,,,,,,,,,,234,node234
200,,,,,,,,,,,,,,235,node235
112,70,0,0,0,20,0,0,0,0,0,80,2,76,236,node236
126,38,3,10,24,13,0,0,0,10,0,40,0,35,237,node237
40,38,0,0,38,16,0,0,0,13,0,33,0,69,238,node238
50,,0,62,2,5,0,0,0,0,0,31,2,61,239,node239
200,,,,,,,,,,,,,,240,node240
80,,0,14,0,0,0,86,0,0,0,0,,81,241,node241
200,,,,,,,,,,,,,,242,node242
200,,,,,,,,,,,,,,243,node243
200,,,,,,,,,,,,,,244,node244
112,99,0,0,0,0,0,0,0,0,0,100,2,74,245,node245
112,98,0,0,0,0,0,0,0,0,0,100,2,35,246,node246
200,,,,,,,,,,,,,,247,node247
200,,,,,,,,,,,,,,248,node248
200,,,,,,,,,,,,,,249,node249
126,37,0,0,23,22,0,0,15,4,0,51,0,35,250,node250
200,,,,,,,,,,,,,,251,node251
200,,,,,,,,,,,,,,252,node252
200,,,,,,,,,,,,,,253,node253
200,,,,,,,,,,,,,,254,node254
200,,,,,,,,,,,,,,255,node255
200,,,,,,,,,,,,,,256,node256
200,,,,,,,,,,,,,,257,node257
112,97,0,0,0,15,0,0,0,0,0,85,2,68,258,node258
200,,,,,,,,,,,,,,259,node259
200,,,,,,,,,,,,,,260,node260
116,39,0,8,0,14,0,0,0,8,0,70,0,80,261,node261
200,,,,,,,,,,,,,,262,node262
50,,0,100,0,0,0,0,0,0,0,0,,37,263,node263
80,,0,0,0,4,0,96,0,0,0,0,,62,264,node264
200,,,,,,,,,,,,,,265,node265
200,,,,,,,,,,,,,,266,node266
112,98,0,0,0,10,0,0,0,0,0,90,2,71,267,node267
200,,,,,,,,,,,,,,268,node268
200,,,,,,,,,,,,,,269,node269
112,98,0,0,2,9,0,0,0,12,0,77,2,70,270,node270
200,,,,,,,,,,,,,,271,node271
122,45,0,0,0,21,0,0,0,16,0,63,2,36,272,node272
126,30,5,4,24,27,0,0,30,11,0,29,0,61,273,node273
200,,,,,,,,,,,,,,274,node274
122,38,5,0,21,20,0,0,0,14,0,40,2,70,275,node275
200,,,,,,,,,,,,,,276,node276
112,100,0,0,0,3,0,0,0,0,0,97,2,69,277,node277
200,,,,,,,,,,,,,,278,node278
50,,0,100,0,0,0,0,0,0,0,0,,68,279,node279
200,,,,,,,,,,,,,,280,node280
122,35,4,0,17,23,0,0,0,12,0,44,2,70,281,node281
200,,,,,,,,,,,,,,282,node282
112,97,0,0,0,0,0,0,0,0,0,100,2,71,283,node283
200,,,,,,,,,,,,,,284,node284
112,98,0,0,0,6,0,0,0,0,0,94,2,71,285,node285
112,97,0,0,0,5,0,0,0,0,0,95,2,74,286,node286
200,,,,,,,,,,,,,,287,node287
200,,,,,,,,,,,,,,288,node288
200,,,,,,,,,,,,,,289,node289
112,97,0,0,0,0,0,0,0,0,0,100,2,59,290,node290
112,44,0,0,0,20,0,0,0,14,0,66,2,70,291,node291
200,,,,,,,,,,,,,,292,node292
200,,,,,,,,,,,,,,293,node293
200,,,,,,,,,,,,,,294,node294
112,66,0,0,0,21,0,0,0,12,0,67,2,73,295,node295
112,98,0,0,0,0,0,0,0,0,0,100,2,71,296,node296
126,37,3,3,10,25,0,0,0,18,0,41,0,62,297,node297
200,,,,,,,,,,,,,,298,node298
126,36,3,0,10,20,0,0,0,18,0,49,0,70,299,node299
80,,0,0,0,0,0,100,0,0,0,0,,35,300,node300
200,,,,,,,,,,,,,,301,node301
200,,,,,,,,,,,,,,302,node302
126,31,0,26,11,13,0,0,0,5,0,45,0,70,303,node303
200,,,,,,,,,,,,,,304,node304
112,96,0,0,0,11,0,0,0,2,0,87,2,70,305,node305
122,33,2,9,10,19,0,0,0,12,0,48,2,43,306,node306
40,33,1,19,22,13,0,0,0,8,0,37,0,70,307,node307
50,,0,100,0,0,0,0,0,0,0,0,,73,308,node308
126,34,0,6,14,24,0,0,0,18,0,38,0,61,309,node309
40,42,12,0,28,37,0,0,0,12,0,11,0,71,310,node310
80,,0,0,0,0,0,100,0,0,0,0,,82,311,node311
200,,,,,,,,,,,,,,312,node312
200,,,,,,,,,,,,,,313,node313
200,,,,,,,,,,,,,,314,node314
200,,,,,,,,,,,,,,315,node315
40,33,0,2,33,12,0,0,0,9,0,44,0,70,316,node316
200,,,,,,,,,,,,,,317,node317
40,34,5,0,35,18,0,0,0,14,0,28,0,70,318,node318
200,,,,,,,,,,,,,,319,node319
116,42,0,0,17,20,0,0,0,15,0,48,0,69,320,node320
126,32,0,0,24,27,0,0,0,14,0,35,0,73,321,node321
112,99,0,0,0,0,0,0,0,0,0,100,2,70,322,node322
200,,,,,,,,,,,,,,323,node323
200,,,,,,,,,,,,,,324,node324
200,,,,,,,,,,,,,,325,node325
200,,,,,,,,,,,,,,326,node326
200,,,,,,,,,,,,,,327,node327
50,,0,97,0,1,0,0,0,0,0,2,0,82,328,node328
200,,,,,,,,,,,,,,329,node329
200,,,,,,,,,,,,,,330,node330
200,,,,,,,,,,,,,,331,node331
200,,,,,,,,,,,,,,332,node332
126,36,1,31,19,10,0,0,21,6,0,33,0,74,333,node333
200,,,,,,,,,,,,,,334,node334
200,,,,,,,,,,,,,,335,node335
200,,,,,,,,,,,,,,336,node336
200,,,,,,,,,,,,,,337,node337
200,,,,,,,,,,,,,,338,node338
200,,,,,,,,,,,,,,339,node339
80,,2,0,0,0,0,98,0,0,0,0,,79,340,node340
112,91,0,0,0,16,0,0,0,7,0,77,2,69,341,node341
112,99,0,0,0,6,0,0,0,7,0,87,2,43,342,node342
200,,,,,,,,,,,,,,343,node343
50,,0,100,0,0,0,0,0,0,0,0,,71,344,node344
200,,,,,,,,,,,,,,345,node345
126,39,5,0,0,25,0,10,9,9,0,51,0,75,346,node346
200,,,,,,,,,,,,,,347,node347
112,86,0,0,0,9,0,0,0,0,0,91,2,80,348,node348
200,,,,,,,,,,,,,,349,node349
200,,,,,,,,,,,,,,350,node350
200,,,,,,,,,,,,,,351,node351
112,77,0,0,0,10,0,0,0,0,0,90,2,80,352,node352
200,,,,,,,,,,,,,,353,node353
50,,0,100,0,0,0,0,0,0,0,0,,81,354,node354
40,66,0,21,72,2,0,0,0,2,0,3,0,73,355,node355
200,,,,,,,,,,,,,,356,node356
200,,,,,,,,,,,,,,357,node357
200,,,,,,,,,,,,,,358,node358
112,99,0,0,0,6,0,0,0,0,0,94,2,73,359,node359
112,79,0,0,0,9,0,0,0,0,0,91,2,62,360,node360
200,,,,,,,,,,,,,,361,node361
50,,0,88,0,0,0,0,0,0,0,12,0,72,362,node362
50,,0,100,0,0,0,0,0,0,0,0,,35,363,node363
200,,,,,,,,,,,,,,364,node364
112,100,0,0,0,2,0,0,0,0,0,98,2,70,365,node365
200,,,,,,,,,,,,,,366,node366
50,,0,97,0,0,0,0,0,0,0,3,0,71,367,node367
200,,,,,,,,,,,,,,368,node368
30,36,2,15,27,33,0,0,0,14,0,9,0,81,369,node369
112,97,0,2,0,10,0,0,0,0,0,88,2,74,370,node370
116,46,0,0,12,26,0,0,0,14,0,48,0,69,371,node371
126,33,2,31,13,22,0,0,24,7,0,25,0,63,372,node372
112,78,0,0,0,11,0,0,0,0,0,89,2,45,373,node373
112,60,0,0,0,16,0,0,0,11,0,73,2,71,374,node374
200,,,,,,,,,,,,,,375,node375
200,,,,,,,,,,,,,,376,node376
200,,,,,,,,,,,,,,377,node377
200,,,,,,,,,,,,,,378,node378
40,35,0,52,18,9,0,0,0,5,0,16,0,62,379,node379
200,,,,,,,,,,,,,,380,node380
200,,,,,,,,,,,,,,381,node381
200,,,,,,,,,,,,,,382,node382
200,,,,,,,,,,,,,,383,node383
200,,,,,,,,,,,,,,384,node384
126,41,0,2,10,19,0,0,0,20,0,49,0,77,385,node385
200,,,,,,,,,,,,,,386,node386
50,,0,90,0,0,0,0,0,0,0,10,2,73,387,node387
200,,,,,,,,,,,,,,388,node388
50,,0,92,8,0,0,0,0,0,0,0,,35,389,node389
112,99,0,0,0,5,0,0,0,0,0,95,2,70,390,node390
112,98,0,0,0,9,0,0,0,0,0,91,2,66,391,node391
112,96,0,0,0,10,0,0,0,2,0,88,2,69,392,node392
112,50,2,0,0,31,0,0,0,14,0,53,2,75,393,node393
200,,,,,,,,,,,,,,394,node394
200,,,,,,,,,,,,,,395,node395
200,,,,,,,,,,,,,,396,node396
200,,,,,,,,,,,,,,397,node397
200,,,,,,,,,,,,,,398,node398
200,,,,,,,,,,,,,,399,node399
112,96,0,0,0,9,0,0,0,0,0,91,2,79,400,node400
200,,,,,,,,,,,,,,401,node401
50,,0,100,0,0,0,0,0,0,0,0,,81,402,node402
112,75,0,0,0,7,0,0,0,8,0,85,2,70,403,node403
200,,,,,,,,,,,,,,404,node404
200,,,,,,,,,,,,,,405,node405
200,,,,,,,,,,,,,,406,node406
200,,,,,,,,,,,,,,407,node407
200,,,,,,,,,,,,,,408,node408
50,,0,79,5,13,0,0,0,0,0,3,0,67,409,node409
200,,,,,,,,,,,,,,410,node410
50,,0,100,0,0,0,0,0,0,0,0,,69,411,node411
200,,,,,,,,,,,,,,412,node412
200,,,,,,,,,,,,,,413,node413
200,,,,,,,,,,,,,,414,node414
112,99,0,0,0,0,0,0,0,0,0,100,2,61,415,node415
112,99,0,0,0,0,0,0,0,0,0,100,2,70,416,node416
112,99,0,0,0,5,0,0,0,3,0,92,2,60,417,node417
200,,,,,,,,,,,,,,418,node418
200,,,,,,,,,,,,,,419,node419
112,100,0,0,0,0,0,0,0,0,0,100,2,76,420,node420
200,,,,,,,,,,,,,,421,node421
200,,,,,,,,,,,,,,422,node422
122,45,3,0,10,26,0,0,0,15,0,46,2,70,423,node423
200,,,,,,,,,,,,,,424,node424
80,,0,0,0,0,0,100,0,0,0,0,,72,425,node425
126,30,3,0,17,21,0,0,0,20,0,39,0,72,426,node426
50,,0,94,0,1,0,0,0,2,0,3,0,38,427,node427
200,,,,,,,,,,,,,,428,node428
200,,,,,,,,,,,,,,429,node429
112,90,0,0,0,0,0,0,0,0,0,100,2,60,430,node430
112,45,0,0,0,19,0,0,0,17,0,64,2,61,431,node431
200,,,,,,,,,,,,,,432,node432
40,30,4,0,24,18,0,0,0,15,0,39,0,69,433,node433
112,97,0,0,0,0,0,0,0,0,0,100,2,74,434,node434
200,,,,,,,,,,,,,,435,node435
200,,,,,,,,,,,,,,436,node436
126,36,0,58,6,9,0,0,0,4,0,23,0,70,437,node437
112,42,0,0,27,20,0,0,0,10,0,43,2,61,438,node438
200,,,,,,,,,,,,,,439,node439
112,67,1,0,0,16,0,0,0,17,0,66,2,74,440,node440
112,77,0,0,0,11,0,0,0,12,0,77,2,73,441,node441
200,,,,,,,,,,,,,,442,node442
112,100,0,0,0,0,0,0,0,0,0,100,2,61,443,node443
112,65,0,0,0,8,0,0,0,10,0,82,2,69,444,node444
50,,0,100,0,0,0,0,0,0,0,0,,73,445,node445
200,,,,,,,,,,,,,,446,node446
112,81,0,0,0,14,0,0,0,0,0,86,2,80,447,node447
200,,,,,,,,,,,,,,448,node448
40,54,0,0,55,19,0,0,0,11,0,15,0,44,449,node449
200,,,,,,,,,,,,,,450,node450
200,,,,,,,,,,,,,,451,node451
200,,,,,,,,,,,,,,452,node452
112,70,0,0,0,12,0,0,0,0,0,88,2,69,453,node453
50,,2,79,0,12,0,0,0,2,0,5,0,78,454,node454
112,100,0,0,0,0,0,0,0,0,0,100,2,70,455,node455
116,46,0,0,0,19,0,0,0,17,0,64,0,75,456,node456
200,,,,,,,,,,,,,,457,node457
200,,,,,,,,,,,,,,458,node458
200,,,,,,,,,,,,,,459,node459
20,25,7,4,22,32,0,0,9,23,0,12,0,81,460,node460
112,100,0,0,0,0,0,0,0,0,0,100,2,62,461,node461
50,,0,90,0,8,0,0,0,0,0,2,0,81,462,node462
200,,,,,,,,,,,,,,463,node463
112,60,0,0,0,20,0,0,0,6,0,74,2,71,464,node464
116,73,0,0,4,13,0,0,0,0,0,83,0,70,465,node465
126,34,0,50,11,20,0,0,0,10,0,9,0,43,466,node466
50,,0,82,0,7,0,0,0,0,0,11,0,68,467,node467
126,38,1,12,23,19,0,0,0,10,0,35,0,74,468,node468
200,,,,,,,,,,,,,,469,node469
200,,,,,,,,,,,,,,470,node470
200,,,,,,,,,,,,,,471,node471
200,,,,,,,,,,,,,,472,node472
50,,0,94,0,0,0,0,0,0,0,6,2,43,473,node473
50,,0,100,0,0,0,0,0,0,0,0,,81,474,node474
112,64,0,0,0,14,0,0,0,0,0,86,2,77,475,node475
200,,,,,,,,,,,,,,476,node476
112,70,0,0,0,15,0,0,0,0,0,85,2,80,477,node477
126,32,0,0,21,15,0,0,15,16,0,48,0,63,478,node478
112,100,0,0,0,0,0,0,0,0,0,100,2,63,479,node479
200,,,,,,,,,,,,,,480,node480
112,97,0,0,0,9,0,0,0,0,0,91,2,71,481,node481
112,97,1,0,0,11,0,0,0,0,0,88,2,71,482,node482
200,,,,,,,,,,,,,,483,node483
200,,,,,,,,,,,,,,484,node484
50,,0,100,0,0,0,0,0,0,0,0,,70,485,node485
200,,,,,,,,,,,,,,486,node486
200,,,,,,,,,,,,,,487,node487
200,,,,,,,,,,,,,,488,node488
200,,,,,,,,,,,,,,489,node489
200,,,,,,,,,,,,,,490,node490
112,100,0,0,0,0,0,0,0,0,0,100,2,62,491,node491
80,,0,0,0,0,0,100,0,0,0,0,,81,492,node492
112,98,0,0,0,16,0,0,0,0,0,84,2,72,493,node493
200,,,,,,,,,,,,,,494,node494
112,77,0,0,0,17,0,0,0,0,0,83,2,69,495,node495
50,,0,70,1,7,0,0,0,3,0,19,0,44,496,node496
80,,0,0,0,0,0,100,0,0,0,0,,81,497,node497
200,,,,,,,,,,,,,,498,node498
200,,,,,,,,,,,,,,499,node499
112,99,0,0,0,0,0,0,0,0,0,100,2,69,500,node500
200,,,,,,,,,,,,,,501,node501
200,,,,,,,,,,,,,,502,node502
200,,,,,,,,,,,,,,503,node503
200,,,,,,,,,,,,,,504,node504
50,,0,90,0,0,0,0,0,0,0,10,0,75,505,node505
122,37,7,0,6,24,0,0,0,12,0,51,2,81,506,node506
200,,,,,,,,,,,,,,507,node507
200,,,,,,,,,,,,,,508,node508
200,,,,,,,,,,,,,,509,node509
200,,,,,,,,,,,,,,510,node510
50,,0,90,0,0,0,0,0,0,0,10,0,61,511,node511
50,,0,92,0,8,0,0,0,0,0,0,,80,512,node512
200,,,,,,,,,,,,,,513,node513
112,100,0,0,0,0,0,0,0,0,0,100,2,70,514,node514
200,,,,,,,,,,,,,,515,node515
200,,,,,,,,,,,,,,516,node516
112,69,0,0,0,15,0,0,0,0,0,85,2,71,517,node517
112,100,0,0,0,0,0,0,0,0,0,100,2,71,518,node518
112,96,0,0,0,0,0,0,0,0,0,100,2,81,519,node519
112,96,0,0,0,0,0,0,0,0,0,100,2,59,520,node520
122,35,0,0,0,24,0,0,0,21,0,55,2,71,521,node521
200,,,,,,,,,,,,,,522,node522
200,,,,,,,,,,,,,,523,node523
200,,,,,,,,,,,,,,524,node524
200,,,,,,,,,,,,,,525,node525
200,,,,,,,,,,,,,,526,node526
50,,0,85,0,9,0,0,0,0,0,6,0,78,527,node527
